"Andalucia","Aragon","Principado De Asturias","Baleares (Islas)","Canarias","Cantabria","Castilla Y Leon","Castilla-La Mancha","Cataluna","Comunidad Valenciana","Extremadura","Galicia","Madrid (Comunidad De)","Murcia (Region de)","Navarra (Comunidad Foral De)","Rioja (La)"
3.21108938947916,1.30117682800457,0.633586680823862,1.96163312272726,2.78513675586652,0.436780445194887,0.804607664319653,2.92910276733272,1.24012486651471,1.95373591558574,3.02433302088619,1.7987819833061,0.867097115827886,2.83302345941317,0.641360200121968,0.804330352384865
14.4702898326909,16.4715869740273,17.1508238069723,15.6498556550088,14.3981699255291,17.1038026303559,17.1191888844041,15.1409107396887,16.3450749863963,15.76060899584,14.9797030877898,16.2275396279831,15.3553129933762,14.6771484024918,16.978272246311,17.0022046468741
1.81366548686367,2.46640792414457,2.92656051442328,2.57309573991953,3.09243313852533,3.51319086433576,2.44552506387121,1.20415257406883,3.00949066016166,2.38489021355545,1.28280171324712,1.8606745862197,5.51058890308561,2.34080415379475,3.05969086015516,2.6889108479566
2.64699854852776,3.71144876702967,3.59498742162524,3.30990438536504,3.27652468251073,3.98792460853717,3.65671950722012,2.21409681409313,3.60523519163076,3.14795114148527,2.26938564312185,2.76625661309969,6.58700876645115,3.04336505827065,4.31535964580328,3.78058866858421
5.95116896183387,6.64653520452578,7.01375638860416,7.52880564176797,7.99471343088961,8.95483516063016,6.05358256519662,5.5355300435868,6.93697590493159,7.30116596220257,6.23438900997742,6.34737023474605,5.00074287209974,6.37817399360606,6.14680809908457,5.56178730807654
2.18050084458029,3.15050681519217,3.17943163844863,4.44145245025383,2.59796800996645,3.29634094002922,2.39024072656063,1.90796789635306,4.38272728810434,3.27256019328974,1.6404148306682,2.1426437837466,5.08921155081774,2.46900115350352,3.40270670046795,3.24357461724209
2.34984486395044,2.11014009297996,1.20066060057236,1.27525268693548,1.93706315243203,1.54642593529149,2.8863639801179,3.50485674869996,0.673659740600939,1.80477876490304,3.68570365347494,2.80322491087485,0.181041203435426,1.87956514297966,2.39937869156282,2.94502759165016
0.660192121617217,1.49411899237072,4.43809031854789,0.494073124490676,1.86062796712891,0.688751268255348,1.86062796712891,1.23280287382889,0.685419360437784,0.642104660944896,0.629729039813746,1.268025802057,0.493597133606602,2.43419065571521,0.652100361700823,0.687323289928934
1.88703606943578,2.35208366247091,2.4910610287988,1.88517754752086,1.0135229903808,3.77180050048856,1.70097571466678,1.77366518885538,4.13586755598056,2.89580941190747,1.124002744967,1.84635470243155,2.46091146322313,2.02828495598397,2.93215420808312,2.74774584653567
6.88923799641192,6.63671745891828,7.63154722312662,7.02820912538331,7.34682573198019,5.06397123660285,6.05371665672137,4.92330538014345,5.68256220498983,5.22836400521048,7.43156436914182,5.95880965463171,7.08244177881888,5.33005007887798,5.9164404168638,4.43860135826385
5.18102128519001,4.65241754629864,4.09097972560941,7.02163649985209,6.14325367140406,4.54306076812116,4.18486936389971,3.96696958695997,5.30068976599767,5.300147142873,4.30372375474858,4.57426687703048,7.15215930641461,4.90857861967092,4.13385419847512,3.8397030367181
4.8260180276362,4.05559252317377,3.26230580654394,3.71153015996502,4.8477362582283,2.97082441118857,4.5722576405329,3.71838848546135,2.48959433893089,3.11142139199678,4.59397598013612,4.10817354553272,6.3794425969673,4.75057568409873,3.83498105450461,3.79725999174699
0.657803734932174,0.230821805530845,0.94805922283914,1.000195763053,1.4234330851396,0.839081392523134,0.276237237848648,0.214883178757717,1.4701926950841,1.23572231847213,0.278157541309276,0.87393507339653,4.2482157564648,0.704371345663645,0.424101428426523,0.447241252696028
